adresse_id,numero_rue,nom_rue,code_ville,nom_ville
1129,27,Rue des Coquelicots,92100,BOULOGNE-BILLANCOURT
1130,26,Rue Émile Zola,75010,PARIS
1131,15,Rue des Glycines,83200,TOULON
1132,60,Rue Gambetta,13013,MARSEILLE
1133,89,Rue des Marronniers,45000,ORLEANS
1134,102,Rue de la Victoire,54100,NANCY
1135,17,Rue des Roses,92600,ASNIERES-SUR-SEINE
1136,84,Rue des Vignes,77100,MEAUX
1137,24,Rue des Glycines,97420,PORT
1138,95,Rue des Peupliers,95130,FRANCONVILLE
1139,63,Rue des Roses,97320,SAINT-LAURENT-DU-MARONI
1140,31,Rue des Tulipes,97430,TAMPON
1141,65,Rue Anatole France,44100,NANTES
1142,84,Rue du Calvaire,75019,PARIS
1143,108,Rue Saint-Pierre,33300,BORDEAUX
1144,81,Rue Marcel Pagnol,75017,PARIS
1145,73,Rue Clémenceau,94130,NOGENT-SUR-MARNE
1146,44,Rue Jean Moulin,34200,SETE
1147,56,Rue de l'Union,57050,METZ
1148,116,Rue de la Gare,67000,STRASBOURG
1149,120,Rue de l'Église,37300,JOUE-LES-TOURS
1150,121,Rue des Chênes,51100,REIMS
1151,84,Rue de la Côte,49100,ANGERS
1152,13,Rue de la Solidarité,59400,CAMBRAI
1153,121,Rue Gambetta,95140,GARGES-LES-GONESSE
1154,36,Rue de la Poste,75014,PARIS
1155,34,Rue des Aulnes,28000,CHARTRES
1156,87,Rue Pasteur,13700,MARIGNANE
1157,123,Rue du Moulin,97150,SAINT MARTIN
1158,59,Rue de la Mairie,13006,MARSEILLE
1159,37,Rue René Cassin,68100,MULHOUSE
1160,90,Rue de l'Industrie,83100,TOULON
1161,92,Rue Marcel Pagnol,75011,PARIS
1162,72,Rue de la Mairie,57050,METZ
1163,62,Rue de la Marne,75003,PARIS
1164,124,Rue du Parc,86000,POITIERS
1165,92,Rue Aristide Briand,97234,FORT-DE-FRANCE
1166,72,Rue de la Pépinière,13300,SALON-DE-PROVENCE
1167,104,Rue des Peupliers,87000,LIMOGES
1168,117,Rue des Lilas,75015,PARIS
1169,8,Rue des Coquelicots,59100,ROUBAIX
1170,39,Rue des Écoles,85000,LA ROCHE-SUR-YON
1171,32,Rue du Port,86100,CHATELLERAULT
1172,89,Rue des Saules,93300,AUBERVILLIERS
1173,96,Rue de l'Avenir,44600,SAINT-NAZAIRE
1174,80,Rue du 11 Novembre,66100,PERPIGNAN
1175,6,Rue Clémenceau,93150,LE BLANC-MESNIL
1176,39,Rue du Général de Gaulle,28000,CHARTRES
1177,94,Rue du Pont,94200,IVRY-SUR-SEINE
1178,2,Rue des Châtaigniers,94130,NOGENT-SUR-MARNE
1179,124,Rue André Malraux,93120,LA COURNEUVE
1180,20,Rue du Stade,19100,BRIVE-LA-GAILLARDE
1181,32,Rue Émile Zola,97420,PORT
1182,85,Rue du Château,13003,MARSEILLE
1183,110,Rue de la Croix,13015,MARSEILLE
1184,57,Rue de la Mairie,93600,AULNAY-SOUS-BOIS
1185,109,Rue des Frères Lumière,34090,MONTPELLIER
1186,56,Rue des Glycines,71100,CHALON-SUR-SAONE
1187,44,Rue de Verdun,94800,VILLEJUIF
1188,92,Rue de la Paix,13001,MARSEILLE
1189,8,Rue du Cimetière,75020,PARIS
1190,6,Rue des Coquelicots,54100,NANCY
1191,98,Rue du Bois,29200,BREST
1192,47,Rue Jean Jaurès,41000,BLOIS
1193,100,Rue du Château,13600,LA CIOTAT
1194,109,Rue du Commerce,45100,ORLEANS
1195,45,Rue du Bois,95100,ARGENTEUIL
1196,64,Rue du Château,29000,QUIMPER
1197,88,Rue des Peupliers,92290,CHATENAY-MALABRY
1198,30,Rue des Peupliers,67100,STRASBOURG
1199,35,Rue des Frères Lumière,13010,MARSEILLE
1200,121,Rue de la République,78000,VERSAILLES
1201,57,Rue du Lavoir,69008,LYON
1202,5,Rue de la Poste,92220,BAGNEUX
1203,78,Rue des Sources,34000,MONTPELLIER
1204,62,Rue du 11 Novembre,60100,CREIL
1205,47,Rue de l'Union,75003,PARIS
1206,120,Rue de la Gare,35200,RENNES
1207,105,Rue des Frères Lumière,33100,BORDEAUX
1208,52,Rue des Acacias,83140,SIX-FOURS-LES-PLAGES
1209,39,Rue des Châtaigniers,58000,NEVERS
1210,22,Rue des Bouleaux,6000,NICE
1211,75,Rue Saint-Martin,80090,AMIENS
1212,24,Rue du Chemin Vert,5000,GAP
1213,50,Rue du 11 Novembre,66000,PERPIGNAN
1214,105,Rue du 11 Novembre,93140,BONDY
1215,22,Rue Jean Moulin,33100,BORDEAUX
1216,112,Rue de la Pépinière,20090,AJACCIO
1217,106,Rue Saint-Martin,6400,CANNES
1218,120,Rue des Pâquerettes,45000,ORLEANS
1219,72,Rue des Bouleaux,75002,PARIS
1220,8,Rue du Soleil,34500,BEZIERS
1221,55,Avenue de Verdun,26000,VALENCE
1222,44,Rue Henri Barbusse,69009,LYON
1223,14,Rue de l'Industrie,31500,TOULOUSE
1224,53,Rue de l'Église,13700,MARIGNANE
1225,35,Rue Pierre Curie,92150,SURESNES
1226,35,Rue du Lavoir,75007,PARIS
1227,114,Rue des Primevères,92320,CHATILLON
1228,103,Rue Saint-Martin,75012,PARIS
1229,42,Rue Georges Clemenceau,91090,EVRY
1230,8,Rue des Bouleaux,5000,GAP
1231,82,Rue du Lavoir,72100,LE MANS
1232,104,Rue des Peupliers,30000,NIMES
1233,10,Rue du Bois,83100,TOULON
1234,5,Rue des Sources,94400,VITRY-SUR-SEINE
1235,30,Rue des Primevères,67500,HAGUENAU
1236,85,Rue des Myosotis,94140,ALFORTVILLE
1237,113,Rue de la Fontaine,66000,PERPIGNAN
1238,53,Rue du Soleil,97430,TAMPON
1239,2,Rue des Lilas,92140,CLAMART
1240,90,Rue de la Fraternité,75002,PARIS
1241,45,Rue de la Rivière,75018,PARIS
1242,101,Rue Gambetta,75010,PARIS
1243,20,Rue de la Solidarité,62300,LENS
1244,62,Rue Victor Hugo,75116,PARIS
1245,33,Rue Jean Jaurès,45000,ORLEANS
1246,63,Rue des Coquelicots,69100,VILLEURBANNE
1247,115,Rue de l'Industrie,86000,POITIERS
1248,68,Rue du Parc,77500,CHELLES
1249,72,Rue Victor Hugo,33700,MERIGNAC
1250,50,Rue des Aulnes,63000,CLERMONT-FERRAND
1251,116,Rue de l'Industrie,6600,ANTIBES
1252,90,Rue des Lilas,63100,CLERMONT-FERRAND
1253,77,Avenue de la République,33000,BORDEAUX
1254,56,Rue des Saules,37000,TOURS
1255,94,Rue du Port,31400,TOULOUSE
1256,37,Rue de la Poste,93170,BAGNOLET
1257,69,Rue Gambetta,94170,LE PERREUX-SUR-MARNE
1258,56,Rue de la Victoire,31000,TOULOUSE
1259,8,Rue Jean Moulin,95200,SARCELLES
1260,14,Rue des Peupliers,21100,DIJON
1261,126,Rue de l'Église,6200,NICE
1262,104,Avenue de Verdun,50100,CHERBOURG-OCTEVILLE
1263,115,Rue des Peupliers,60155,BEAUVAIS
1264,37,Rue Victor Hugo,13117,MARTIGUES
1265,75,Rue des Platanes,38000,GRENOBLE
1266,57,Rue de Verdun,75010,PARIS
1267,62,Rue Victor Hugo,62300,LENS
1268,96,Rue du Lavoir,77000,MELUN
1269,53,Rue des Écoles,63000,CLERMONT-FERRAND
1270,78,Rue Georges Clemenceau,13117,MARTIGUES
1271,113,Rue Gambetta,68000,COLMAR
1272,79,Rue Henri Barbusse,72100,LE MANS
1273,64,Rue de Verdun,75017,PARIS
1274,109,Rue de la Côte,49100,ANGERS
1275,9,Rue des Myosotis,75004,PARIS
1276,115,Rue de la Pépinière,20000,AJACCIO
1277,53,Rue André Malraux,75014,PARIS
1278,119,Rue de la Croix,75020,PARIS
1279,88,Rue des Chênes,75013,PARIS
1280,34,Rue Victor Hugo,69005,LYON
1281,18,Rue du Château,51100,REIMS
1282,81,Rue de la Gare,33600,PESSAC
1283,35,Rue de la Rivière,49000,ANGERS
1284,46,Rue de la Garenne,31300,TOULOUSE
1285,103,Rue Victor Hugo,92700,COLOMBES
1286,89,Rue du Chemin Vert,69004,LYON
1287,112,Rue de la Fraternité,37300,JOUE-LES-TOURS
1288,23,Avenue de Verdun,93800,EPINAY-SUR-SEINE
1289,109,Rue de l'Industrie,72100,LE MANS
1290,65,Rue de la Liberté,91300,MASSY
1291,52,Rue René Cassin,80080,AMIENS
1292,67,Rue de la Croix,78000,VERSAILLES
1293,86,Rue du 8 Mai 1945,97150,SAINT MARTIN
1294,71,Rue de la Pépinière,35000,RENNES
1295,113,Rue Pasteur,19100,BRIVE-LA-GAILLARDE
1296,7,Rue du Port,31100,TOULOUSE
1297,35,Rue de la Côte,59000,LILLE
1298,18,Rue des Prés,44300,NANTES
1299,101,Rue des Fleurs,93700,DRANCY
1300,100,Rue de la Garenne,37200,TOURS
1301,123,Rue des Peupliers,86100,CHATELLERAULT
1302,109,Rue de la Victoire,27000,EVREUX
1303,44,Rue des Myosotis,63100,CLERMONT-FERRAND
1304,90,Rue des Platanes,75018,PARIS
1305,59,Rue des Glycines,92700,COLOMBES
1306,37,Rue de la Croix,75011,PARIS
1307,11,Rue des Fleurs,33100,BORDEAUX
1308,32,Rue de l'Église,75116,PARIS
1309,86,Rue de la Poste,59200,TOURCOING
1310,47,Rue du Port,75008,PARIS
1311,27,Rue de la Fontaine,6200,NICE
1312,103,Rue Clémenceau,22000,SAINT-BRIEUC
1313,109,Rue Jean Moulin,80000,AMIENS
1314,60,Rue du Poirier,10000,TROYES
1315,54,Rue de la Liberté,51100,REIMS
1316,20,Rue Voltaire,66100,PERPIGNAN
1317,4,Rue des Lilas,75020,PARIS
1318,122,Rue du Chemin Vert,51100,REIMS
1319,108,Rue Saint-Martin,6150,CANNES
1320,17,Rue des Vignes,92160,ANTONY
1321,112,Rue de la Croix,86100,CHATELLERAULT
1322,40,Rue des Sources,57050,METZ
1323,114,Rue de la Marne,62200,BOULOGNE-SUR-MER
1324,82,Rue de la Poste,80080,AMIENS
1325,21,Rue du Parc,76200,DIEPPE
1326,119,Rue des Tulipes,54100,NANCY
1327,119,Rue de la Gare,77000,MELUN
1328,37,Rue des Vignes,67100,STRASBOURG
1329,8,Rue des Aulnes,75020,PARIS
1330,47,Rue Gambetta,33300,BORDEAUX
1331,111,Rue de la Chapelle,78200,MANTES-LA-JOLIE
1332,73,Rue du Pont,75116,PARIS
1333,3,Rue des Coquelicots,92600,ASNIERES-SUR-SEINE
1334,59,Rue Voltaire,34070,MONTPELLIER
1335,58,Rue des Roses,21100,DIJON
1336,13,Rue des Écoles,80000,AMIENS
1337,83,Rue Jean Jaurès,93600,AULNAY-SOUS-BOIS
1338,120,Rue des Cèdres,93130,NOISY-LE-SEC
1339,122,Rue de l'Église,97440,SAINT-ANDRE
1340,51,Rue André Malraux,34000,MONTPELLIER
1341,34,Rue de l'Abbé Pierre,87100,LIMOGES
1342,27,Rue de l'Union,42000,SAINT-ETIENNE
1343,89,Rue Henri Barbusse,69006,LYON
1344,72,Rue de la Liberté,75010,PARIS
1345,48,Rue de la Solidarité,88000,EPINAL
1346,70,Rue du Président Wilson,44300,NANTES
1347,54,Rue des Peupliers,6520,GRASSE
1348,58,Rue de la Garenne,38000,GRENOBLE
1349,45,Rue des Acacias,34500,BEZIERS
1350,4,Rue du Chemin Vert,51100,REIMS
1351,116,Rue Anatole France,75020,PARIS
1352,99,Rue Saint-Pierre,75019,PARIS
1353,127,Rue Jules Ferry,75001,PARIS
1354,94,Avenue de la République,94500,CHAMPIGNY-SUR-MARNE
1355,38,Rue Jean Jaurès,69500,BRON
1356,62,Rue des Bouleaux,49280,CHOLET
1357,110,Rue des Myosotis,42400,SAINT-CHAMOND
1358,125,Rue de la Fraternité,13300,SALON-DE-PROVENCE
1359,94,Rue du Pont,18000,BOURGES
1360,94,Rue du 11 Novembre,6300,NICE
1361,29,Rue Jean Moulin,29000,QUIMPER
1362,100,Rue des Glycines,94800,VILLEJUIF
1363,87,Rue de la Victoire,76610,LE HAVRE
1364,114,Rue Jules Ferry,38100,GRENOBLE
1365,68,Rue de l'Hôtel de Ville,14000,CAEN
1366,113,Rue du Calvaire,13013,MARSEILLE
1367,99,Rue de la Croix,44300,NANTES
1368,26,Rue des Pins,93700,DRANCY
1369,127,Rue Jean Moulin,92220,BAGNEUX
1370,47,Rue Louis Pasteur,92240,MALAKOFF
1371,87,Rue de la Solidarité,77000,MELUN
1372,39,Rue des Bouleaux,10000,TROYES
1373,32,Rue du 11 Novembre,75012,PARIS
1374,100,Avenue de Verdun,59777,LILLE
1375,1,Rue du Marché,27000,EVREUX
1376,65,Rue de la Victoire,97490,SAINT-DENIS
1377,30,Rue des Écoles,97480,SAINT-JOSEPH
1378,65,Rue des Frères Lumière,75020,PARIS
1379,41,Rue André Malraux,59300,VALENCIENNES
1380,70,Rue Henri Barbusse,97460,SAINT-PAUL
1381,41,Rue des Chênes,69800,SAINT-PRIEST
1382,111,Rue du Belvédère,75014,PARIS
1383,82,Rue des Écoles,93600,AULNAY-SOUS-BOIS
1384,81,Rue des Saules,75008,PARIS
1385,23,Rue des Aulnes,5000,GAP
1386,1,Rue des Frères Lumière,86000,POITIERS
1387,29,Rue des Prés,34200,SETE
1388,21,Rue Victor Hugo,37200,TOURS
1389,107,Rue de l'Abbé Pierre,60200,COMPIEGNE
1390,105,Rue de la Chapelle,97460,SAINT-PAUL
1391,25,Rue du Stade,97432,SAINT-PIERRE
1392,56,Rue du Cimetière,97460,SAINT-PAUL
1393,101,Rue Saint-Martin,69100,VILLEURBANNE
1394,76,Rue des Pâquerettes,69002,LYON
1395,128,Rue des Roses,93100,MONTREUIL
1396,124,Rue du Belvédère,34200,SETE
1397,7,Rue des Lilas,97460,SAINT-PAUL
1398,72,Rue de la République,13500,MARTIGUES
1399,37,Rue Jean Moulin,6000,NICE
1400,93,Rue des Pâquerettes,26100,ROMANS-SUR-ISERE
1401,41,Rue de la Liberté,13005,MARSEILLE
1402,7,Rue de l'École,75116,PARIS
1403,4,Avenue de la Liberté,82000,MONTAUBAN
1404,13,Rue de la Paix,78000,VERSAILLES
1405,44,Rue des Lilas,75013,PARIS
1406,95,Rue de la Paix,33000,BORDEAUX
1407,101,Rue du Pont,35400,SAINT-MALO
1408,128,Rue de la République,67200,STRASBOURG
1409,31,Rue des Peupliers,30100,ALES
1410,124,Rue de la Rivière,57000,METZ
1411,12,Rue des Tulipes,64100,BAYONNE
1412,93,Rue des Jardins,60200,COMPIEGNE
1413,44,Rue du Lavoir,13014,MARSEILLE
1414,94,Rue Voltaire,27000,EVREUX
1415,17,Rue de la Mairie,56100,LORIENT
1416,87,Rue des Ormes,75017,PARIS
1417,117,Rue du Moulin,93600,AULNAY-SOUS-BOIS
1418,101,Rue des Roses,80000,AMIENS
1419,73,Rue des Prés,94000,CRETEIL
1420,87,Rue Jules Ferry,75010,PARIS
1421,61,Rue René Cassin,81100,CASTRES
1422,113,Rue des Lilas,57100,THIONVILLE
1423,11,Rue du Calvaire,45100,ORLEANS
1424,32,Rue André Malraux,94000,CRETEIL
1425,70,Rue du 11 Novembre,77100,MEAUX
1426,66,Rue Saint-Martin,92100,BOULOGNE-BILLANCOURT
1427,73,Rue de la Côte,81990,ALBI
1428,110,Rue Marcel Pagnol,59260,LILLE
1429,54,Rue de l'Église,13005,MARSEILLE
1430,114,Rue des Sources,69001,LYON
1431,25,Rue de la Croix,18000,BOURGES
1432,5,Rue du Port,59430,DUNKERQUE
1433,57,Rue du Chemin Vert,78300,POISSY
1434,82,Rue des Vignes,92000,NANTERRE
1435,23,Rue des Cèdres,93110,ROSNY-SOUS-BOIS
1436,72,Rue des Lilas,69003,LYON
1437,43,Avenue Charles de Gaulle,93270,SEVRAN
1438,3,Rue des Marronniers,94200,IVRY-SUR-SEINE
1439,60,Rue de la Côte,93110,ROSNY-SOUS-BOIS
1440,22,Rue de l'Abbé Pierre,97150,SAINT MARTIN
1441,124,Rue Saint-Martin,69005,LYON
1442,25,Rue de la Liberté,42100,SAINT-ETIENNE
1443,94,Rue de la Solidarité,93700,DRANCY
1444,5,Rue de la Marne,75003,PARIS
1445,107,Rue des Vignes,19100,BRIVE-LA-GAILLARDE
1446,55,Rue de la Victoire,68200,MULHOUSE
1447,90,Rue de la Fraternité,59160,LILLE
1448,38,Rue du Moulin,31770,COLOMIERS
1449,109,Rue Jean Jaurès,42400,SAINT-CHAMOND
1450,95,Rue de l'Avenir,42000,SAINT-ETIENNE
1451,14,Rue du Port,34200,SETE
1452,30,Rue des Sources,30000,NIMES
1453,85,Rue du Soleil,13127,VITROLLES
1454,46,Rue Saint-Martin,78700,CONFLANS-SAINTE-HONORINE
1455,86,Rue du Général de Gaulle,34200,SETE
1456,86,Rue du Chemin Vert,13005,MARSEILLE
1457,27,Rue René Cassin,92130,ISSY-LES-MOULINEAUX
1458,111,Rue Pasteur,59240,DUNKERQUE
1459,92,Rue du Lavoir,45100,ORLEANS
1460,88,Rue du Pont,75016,PARIS
1461,74,Rue des Vignes,93160,NOISY-LE-GRAND
1462,90,Rue des Acacias,92800,PUTEAUX
1463,12,Rue des Pâquerettes,77000,MELUN
1464,11,Rue des Sources,94140,ALFORTVILLE
1465,79,Rue de l'Hôtel de Ville,94130,NOGENT-SUR-MARNE
1466,66,Rue de l'École,78700,CONFLANS-SAINTE-HONORINE
1467,54,Rue de l'Hôtel de Ville,54100,NANCY
1468,45,Rue de la Marne,13540,AIX-EN-PROVENCE
1469,78,Rue de la Pépinière,64000,PAU
1470,115,Rue de la Gare,91600,SAVIGNY-SUR-ORGE
1471,41,Rue de la Croix,59100,ROUBAIX
1472,68,Rue de la Côte,75006,PARIS
1473,10,Rue Aristide Briand,78000,VERSAILLES
1474,81,Rue du Commerce,6300,NICE
1475,89,Rue Jean Jaurès,95100,ARGENTEUIL
1476,97,Avenue de la Liberté,72000,LE MANS
1477,120,Rue de la Croix,94800,VILLEJUIF
1478,90,Rue des Châtaigniers,2100,SAINT-QUENTIN
1479,38,Rue de l'Hôtel de Ville,30000,NIMES
1480,84,Rue des Peupliers,92200,NEUILLY-SUR-SEINE
1481,35,Rue de la Victoire,27000,EVREUX
1482,101,Rue Voltaire,13013,MARSEILLE
1483,97,Rue Jean Jaurès,92160,ANTONY
1484,109,Rue Clémenceau,44000,NANTES
1485,5,Rue du Château,33400,TALENCE
1486,65,Rue de la Fraternité,68200,MULHOUSE
1487,91,Rue de la Croix,67200,STRASBOURG
1488,10,Rue des Roses,13013,MARSEILLE
1489,20,Rue de la Mairie,75004,PARIS
1490,34,Rue des Chênes,34080,MONTPELLIER
1491,45,Rue de la Côte,26100,ROMANS-SUR-ISERE
1492,58,Rue Victor Hugo,79000,NIORT
1493,117,Rue des Peupliers,22000,SAINT-BRIEUC
1494,82,Rue du Pont,13009,MARSEILLE
1495,15,Rue du Parc,8090,CHARLEVILLE-MEZIERES
1496,115,Rue des Lilas,76200,DIEPPE
1497,36,Rue du Soleil,92360,MEUDON
1498,128,Rue du Château,90000,BELFORT
1499,9,Rue de la Solidarité,91600,SAVIGNY-SUR-ORGE
1500,11,Rue de la Mairie,92400,COURBEVOIE
1501,117,Rue des Fleurs,33300,BORDEAUX
1502,6,Rue de l'Industrie,44100,NANTES
1503,121,Rue des Châtaigniers,92220,BAGNEUX
1504,80,Rue des Chênes,75010,PARIS
1505,67,Rue des Saules,31200,TOULOUSE
1506,57,Rue Henri Barbusse,63000,CLERMONT-FERRAND
1507,103,Rue du Poirier,91090,EVRY
1508,101,Rue Émile Zola,72100,LE MANS
1509,29,Rue de l'Église,1000,BOURG-EN-BRESSE
1510,97,Rue Louis Pasteur,92600,ASNIERES-SUR-SEINE
1511,56,Rue des Lilas,59160,LILLE
1512,29,Rue des Tulipes,74000,ANNECY
1513,45,Rue Anatole France,51100,REIMS
1514,80,Rue des Aulnes,75007,PARIS
1515,43,Rue des Saules,62200,BOULOGNE-SUR-MER
1516,121,Rue du Lavoir,97436,SAINT-LEU
1517,74,Rue Saint-Martin,59150,WATTRELOS
1518,33,Rue Marcel Pagnol,95130,FRANCONVILLE
1519,68,Rue Jules Ferry,75005,PARIS
1520,125,Rue du Calvaire,54100,NANCY
1521,74,Rue de la Fraternité,92700,COLOMBES
1522,80,Rue Marcel Pagnol,90000,BELFORT
1523,64,Rue de la Croix,67200,STRASBOURG
1524,11,Rue Jean Moulin,13009,MARSEILLE
1525,41,Rue de la Poste,72100,LE MANS
1526,56,Rue des Glycines,31400,TOULOUSE
1527,122,Rue du Stade,65000,TARBES
1528,90,Rue du Port,75016,PARIS
1529,9,Avenue Charles de Gaulle,75020,PARIS
1530,62,Rue de la Pépinière,83530,SAINT-RAPHAEL
1531,108,Rue Voltaire,75011,PARIS
1532,83,Rue de la République,6160,ANTIBES
1533,96,Rue du Bois,56000,VANNES
1534,60,Rue des Saules,21000,DIJON
1535,69,Rue Voltaire,89000,AUXERRE
1536,45,Rue des Prés,58000,NEVERS
1537,91,Rue Saint-Martin,6000,NICE
1538,78,Rue de l'Église,92200,NEUILLY-SUR-SEINE
1539,104,Rue du 11 Novembre,11000,CARCASSONNE
1540,112,Rue des Lilas,63000,CLERMONT-FERRAND
1541,87,Rue de l'Industrie,6300,NICE
1542,65,Rue de l'Église,78000,VERSAILLES
1543,71,Rue des Roses,49100,ANGERS
1544,80,Rue des Glycines,13010,MARSEILLE
1545,80,Rue André Malraux,13080,AIX-EN-PROVENCE
1546,66,Rue Saint-Pierre,83000,TOULON
1547,19,Rue des Aulnes,27000,EVREUX
1548,117,Rue Jean Moulin,13005,MARSEILLE
1549,17,Rue des Jardins,92110,CLICHY
1550,105,Rue Henri Barbusse,69300,CALUIRE-ET-CUIRE
1551,19,Rue Henri Barbusse,92700,COLOMBES
1552,94,Rue du Château,20090,AJACCIO
1553,103,Rue de la Côte,6300,NICE
1554,46,Rue des Prés,28000,CHARTRES
1555,112,Rue de l'École,29000,QUIMPER
1556,20,Rue des Jardins,6100,NICE
1557,123,Rue des Écoles,97436,SAINT-LEU
1558,29,Rue des Peupliers,75007,PARIS
1559,28,Avenue de la Liberté,87100,LIMOGES
1560,43,Rue des Saules,29200,BREST
1561,127,Rue de la République,75017,PARIS
1562,46,Rue Louis Pasteur,92600,ASNIERES-SUR-SEINE
1563,15,Rue des Roses,36000,CHATEAUROUX
1564,98,Rue des Ormes,62300,LENS
1565,38,Rue des Peupliers,35700,RENNES
1566,124,Rue du Calvaire,72000,LE MANS
1567,85,Avenue Charles de Gaulle,97460,SAINT-PAUL
1568,122,Rue de l'École,75012,PARIS
1569,7,Rue de la Solidarité,75017,PARIS
1570,90,Rue de la Fontaine,95100,ARGENTEUIL
1571,37,Rue des Peupliers,25000,BESANCON
1572,108,Rue Victor Hugo,59500,DOUAI
1573,30,Rue du Marché,29200,BREST
1574,58,Rue du Calvaire,67200,STRASBOURG
1575,89,Rue Victor Hugo,93600,AULNAY-SOUS-BOIS
1576,72,Rue Émile Zola,93130,NOISY-LE-SEC
1577,23,Rue des Aulnes,6400,CANNES
1578,93,Rue de la République,42100,SAINT-ETIENNE
1579,112,Rue Georges Clemenceau,69200,VENISSIEUX
1580,59,Rue des Écoles,93600,AULNAY-SOUS-BOIS
1581,6,Rue des Marronniers,33300,BORDEAUX
1582,18,Rue de la Victoire,25000,BESANCON
1583,35,Rue de l'Abbé Pierre,47000,AGEN
1584,67,Rue des Peupliers,63100,CLERMONT-FERRAND
1585,10,Rue René Cassin,38130,ECHIROLLES
1586,18,Rue du Moulin,1000,BOURG-EN-BRESSE
1587,97,Rue Saint-Pierre,69001,LYON
1588,11,Avenue de la Liberté,13280,ARLES
1589,8,Rue des Frères Lumière,31200,TOULOUSE
1590,50,Rue des Chênes,34500,BEZIERS
1591,80,Rue des Pâquerettes,13600,LA CIOTAT
1592,35,Rue Clémenceau,6000,NICE
1593,13,Rue de la Garenne,97150,SAINT MARTIN
1594,51,Rue du Commerce,13016,MARSEILLE
1595,19,Rue du Lavoir,83400,HYERES
1596,95,Rue de l'École,77340,PONTAULT-COMBAULT
1597,39,Rue du Général de Gaulle,62000,ARRAS
1598,109,Rue du Soleil,42000,SAINT-ETIENNE
1599,79,Rue des Aulnes,37300,JOUE-LES-TOURS
1600,60,Rue des Jardins,45000,ORLEANS
1601,41,Rue du Marché,25000,BESANCON
1602,57,Rue des Fleurs,75002,PARIS
1603,125,Rue de Verdun,59100,ROUBAIX
1604,90,Avenue de la République,75011,PARIS
1605,33,Rue de l'Union,17000,LA ROCHELLE
1606,98,Rue des Marronniers,6100,NICE
1607,121,Rue des Acacias,13540,AIX-EN-PROVENCE
1608,7,Rue de l'Abbé Pierre,93170,BAGNOLET
1609,6,Rue des Coquelicots,87280,LIMOGES
1610,24,Rue des Vignes,69005,LYON
1611,5,Rue des Peupliers,94140,ALFORTVILLE
1612,7,Rue des Coquelicots,94400,VITRY-SUR-SEINE
1613,117,Rue des Coquelicots,77100,MEAUX
1614,45,Rue du Pont,87100,LIMOGES
1615,19,Rue du Belvédère,28000,CHARTRES
1616,42,Rue du Stade,59200,TOURCOING
1617,115,Rue des Peupliers,97460,SAINT-PAUL
1618,77,Rue du Commerce,34080,MONTPELLIER
1619,15,Rue des Fleurs,97450,SAINT-LOUIS
1620,51,Rue des Sources,13100,AIX-EN-PROVENCE
1621,94,Rue des Bouleaux,31200,TOULOUSE
1622,83,Rue Pierre Curie,6200,NICE
1623,20,Rue de la Marne,78180,MONTIGNY-LE-BRETONNEUX
1624,60,Rue de l'Église,13013,MARSEILLE
1625,128,Rue des Cèdres,97480,SAINT-JOSEPH
1626,73,Rue de l'Hôtel de Ville,6300,NICE
1627,49,Rue de l'Union,91700,SAINTE-GENEVIEVE-DES-BOIS
1628,28,Rue du Parc,42230,SAINT-ETIENNE
1629,73,Rue du Président Wilson,81990,ALBI
1630,9,Rue Georges Clemenceau,93190,LIVRY-GARGAN
1631,17,Avenue de la Liberté,6150,CANNES
1632,67,Rue du Poirier,68000,COLMAR
1633,62,Rue de la Croix,51000,CHALONS-EN-CHAMPAGNE
1634,112,Rue des Vignes,74200,THONON-LES-BAINS
1635,30,Avenue de la Liberté,85000,LA ROCHE-SUR-YON
1636,23,Rue de l'Hôtel de Ville,97432,SAINT-PIERRE
1637,14,Rue Aristide Briand,6600,ANTIBES
1638,23,Rue Jean Jaurès,80000,AMIENS
1639,43,Rue du Marché,6130,GRASSE
1640,117,Rue des Glycines,95100,ARGENTEUIL
1641,45,Rue du Lavoir,18000,BOURGES
1642,29,Rue de la Marne,26100,ROMANS-SUR-ISERE
1643,123,Rue des Bouleaux,58000,NEVERS
1644,56,Rue Henri Barbusse,21000,DIJON
1645,107,Rue du Stade,69120,VAULX-EN-VELIN
1646,17,Rue de l'Abbé Pierre,13008,MARSEILLE
1647,63,Rue de la Fontaine,93140,BONDY
1648,87,Rue du Marché,76000,ROUEN
1649,53,Rue de la Fraternité,95100,ARGENTEUIL
1650,120,Rue du Chemin Vert,51000,CHALONS-EN-CHAMPAGNE
1651,121,Rue de la Marne,94600,CHOISY-LE-ROI
1652,4,Rue de la République,95200,SARCELLES
1653,18,Rue des Écoles,94400,VITRY-SUR-SEINE
1654,90,Rue des Primevères,77000,MELUN
1655,18,Rue du Belvédère,97460,SAINT-PAUL
1656,103,Rue du Belvédère,13013,MARSEILLE
1657,95,Rue du Moulin,71100,CHALON-SUR-SAONE
1658,22,Rue des Platanes,13700,MARIGNANE
1659,112,Rue de l'Abbé Pierre,75002,PARIS
1660,97,Rue du Pont,67500,HAGUENAU
1661,76,Rue André Malraux,22000,SAINT-BRIEUC
1662,114,Rue des Fleurs,13100,AIX-EN-PROVENCE
1663,45,Rue Saint-Pierre,75017,PARIS
1664,54,Rue de l'Avenir,37000,TOURS
1665,87,Rue des Platanes,97490,SAINT-DENIS
