iban,code_client,valorisation_en_cents
FR1330004443510204405614100,XM9939832,19963
FR8630004853357893284341800,EK1129712,59128
FR5430004089247049907245100,EK1129712,23123
FR9330004747692301371954601,RE3370015,-46555
FR5530004368815648001236400,CZ4055474,153830
FR1030004118991360508518700,UG9476598,44469
FR7230004634684518893821000,CE8990630,36565
FR1330004830257045989701001,UE6744437,33854
FR9830004359735115440807200,YT4753121,167766
FR1130004708648245314344900,YT4753121,107243
FR2330004885647493983994500,PK5120876,10272
FR1530004695948956670662900,PK5120876,2441
FR4130004639372177543405800,PK5120876,44540
FR2330004005448831080256201,PK5120876,18958
FR6030004583042170147067800,BX2436773,40803
FR9830004016247568910762301,RL8978087,47464
FR3130004753687453015057000,RL8978087,897093
FR1630004461769560797051800,PK0824511,502723
FR0430004431258822073802000,PK0824511,27618
FR8930004739130431626737400,NF8165666,80277
FR1130004070166839872627600,MK1971727,31116
FR4030004523510808278166701,MK1971727,167548
FR3930004537477846935159301,MK1971727,9658
FR6230004213097484528906801,MK1971727,-350054
FR1230004350564008401467900,GK5497088,6759
FR3730004072197483300488301,GK5497088,106968
FR5330004273439658567763400,ZQ6706095,-29132
FR1030004072907579853089001,IH5449258,22068
FR4630004553939389732152100,QD6447899,16150
FR2430004913065707591153001,QD6447899,181700
FR0330004363052830238431600,QD6447899,6209
FR7030004893749433016047101,HE2466051,-251841
FR2730004292409319220506701,HE2466051,44122
FR9030004132615417046734801,HE2466051,101264
FR0530004870151472237918901,DL5711089,-387874
FR8630004853357721237120301,HV9182983,16441
FR8230004305120064751595301,RD0046875,120497
FR0930004919731119381013800,RD0046875,21861
FR6330004560356060936980000,CC9884162,6501
FR8330004585436639075906701,EF6298495,63670
FR3430004427361101697327500,EF6298495,-174799
FR6130004083934459898480900,BU9948803,20125
FR6130004291649865075642301,BU9948803,-38317
FR9030004810284719501890900,BU9948803,1691
FR1230004350564396920423600,BU9948803,39913
FR8230004305128443290398000,BU9948803,883420
FR3230004069067330994359100,BU9154575,170664
FR7030004893741562782802601,BU9154575,9385
FR7230004078539842561583400,BU9154575,40941
FR3330004526303495975703901,KG2911996,185669
FR9630004523638861903878000,KG2911996,147969
FR5430004085518331247111101,GD6176385,3299
FR6030004733859453627138100,TH3070895,14551
FR0830004072223316345956200,TH3070895,168901
FR8730004567281808831011201,TH3070895,117766
FR6530004779537243533250500,YS0588619,54590
FR4030004523516860946133701,YS0588619,91845
FR8930004211197025972542101,HP4157308,-181001
FR4530004620437609824489701,YL4169309,-179813
FR8230004329015762114325800,YL4169309,-40934
FR3330004526304922642905800,YL4169309,5994
FR8830004443009914071779701,FJ7607834,33624
FR9830004359733171111446901,NS7450079,41804
FR0030004974752628684847601,FU4580192,-444584
FR7030004407481237054048901,UJ5175175,189932
FR4530004620436630864401401,TA4567537,4924
FR5930004298159645781538701,CC0242019,-11108
FR1130004708647381292010300,CC0242019,-36175
FR2330004885644218959125901,CC0242019,12374
FR0630004253459376403457000,SS7460930,101597
FR2230004916339556600181100,SS7460930,7022
FR1230004350566963188440601,MO9511097,39126
FR6230004141846652590442601,DY1282683,45457
FR1330004851319399399180501,SH6577497,-392350
FR4430004558788274383257900,SH6577497,24442
FR1730004773345205872161500,SH6577497,171346
FR1330004830256235484032100,SH6577497,31071
FR1230004350568278746326200,HG5490136,21597
FR7330004576455513265325500,HG5490136,528223
FR9430004405561579198950700,RB1292976,2711
FR4330004093102763254332901,TK4502921,55969
FR3630004480695503160121600,TK4502921,-258
FR6130004475988149284713200,LL2906344,150778
FR1830004114903509475473700,LL2906344,38057
FR7030004893747258497844101,IV1555609,-334736
FR4830004211791003244273201,RW9434704,949628
FR6330004071860818088233400,TO8825234,66114
FR9230004357300229170158600,TO8825234,82253
FR9030004132612823051895800,TN2356560,73347
FR0930004227831940229087400,TN2356560,7811832
FR2430004936090750997429600,TN2356560,132242
FR0430004431252459879040001,OD1804147,844963
FR1530004383469761125783701,RW4521871,-368299
FR1430004243329117912623901,EZ3021794,721582
FR4630004174328288125160800,EZ3021794,47065
FR9530004777953564669413100,EZ3021794,282150
FR7530004232454524005515001,EZ3021794,22186
FR6330004626034166207399000,XD0738692,22085
FR4730004705804594607926301,XD0738692,-3915
FR1930004491983505494822801,XD0738692,968187
FR2530004434024951969946701,UT2571876,-47186
FR3730004331659051742666001,VP7019707,173940
FR3730004072194107757589900,VP7019707,138399
FR3630004480698994597222000,VP7019707,-198515
FR7030004893749241627471900,VP7019707,616414
FR8730004631256077603459701,VP7019707,16420
FR8830004443007933781040700,HY5237252,159919
FR2430004913060679010553400,HY5237252,609775
FR2730004292407081532101201,HY5237252,48229
FR1230004112786862848648601,XF9573424,-59678
FR9230004399782778032546300,XF9573424,675644
FR7030004893743581613767900,XF9573424,12389
FR8230004329012938248994701,UT1250030,14450
FR3930004121362349319886900,UT1250030,31165
FR8830004374362436005353500,PO7777517,49714
FR1730004615204896518204701,QH9498835,98276
FR8230004020505224375201000,QH9498835,-143116
FR6030004733859745138615000,RB4728150,21497
FR4330004093102596593937400,JX6395369,54659
FR1230004610237101559261801,JX6395369,4299658
FR8830004107901032725378701,XQ9184035,149581
FR5430004089249647104286400,XQ9184035,2719
FR1130004070165134931772400,FH9719309,-471053
FR0730004128695051030260601,KA5121183,-211558
FR0930004412675143061765101,IX7925292,13739
FR4530004620434434811014600,IX7925292,-92162
FR1230004112784355774424301,IX7925292,905612
FR8630004853358388931885400,IX7925292,739
FR6530004779534621999188401,ZZ2810729,241048
FR6330004626038856280351700,MV5689744,133018
FR0830004072220205400606400,PR9561004,-33064
FR9830004333597894932455201,YY3389814,-171561
FR8230004020505695117659601,YY3389814,31525
FR6030004583043215913671100,YY3389814,15040
FR3130004837547265578554601,EF7703537,13266
FR5530004286819804490349501,EF7703537,-95471
FR1130004574848470153212400,KL5515389,36338
FR9630004728774505951881801,KL5515389,-71008
FR7730004819809619616387701,JO5983816,937825
FR9830004016244230562674500,QA7848877,184264
FR4730004705801532980176401,QA7848877,-45347
FR4030004335016821258181601,XI6717698,39879
FR1230004610230178920812901,ZY4673086,5960
FR6030004733858541284347901,ZY4673086,9787
FR7530004232459777525453001,ZY4673086,41574
FR5730004686114742655388000,ZY4673086,12890
FR7930004612832903530755400,ZY4673086,-184597
FR1330004830255375295905500,QP5879993,-93083
FR7030004094581880552281301,CU6256838,75963
FR1130004708643718871043200,CS8718092,691170
FR3230004069061832661203200,UR4254218,69057
FR7530004232456624938094201,RK9285386,518
FR7330004801411006456069001,RK9285386,6231
FR5330004273438248591117301,MO7928637,24658
FR2330004005446699154735800,MO7928637,49433
FR1730004710519775619922701,MO7928637,73004
FR2730004292403596470571901,MO7928637,2638
FR6530004039881756435368400,XX7220184,187637
FR6030004367593383389468200,OP8358717,489565
FR1730004773348830882442500,WQ1430599,98
FR7130004648268132751054900,UJ0402239,39788
FR0530004870153192244075900,UJ0402239,-321053
FR7030004094580312263339600,PL1264393,33427
FR4030004335019840586903701,LE4785084,16504
FR3030004068627713591097401,LE4785084,402388
FR1330004443516226683605800,LE4785084,44298
FR0930004919736527245550200,LE4785084,49460
FR5430004964679390153544501,LE4785084,33122
FR6330004626034385206819800,YR2552209,122431
FR3530004209102634829896201,XT7297876,674433
FR8830004443006725059046901,WK1499655,11976
FR1730004615207979752908601,PW1976898,-390388
FR6130004291640503925508300,HY4172989,839194
FR7930004630273902216171201,OU0133580,38613
FR7330004576452083610847100,TO9655738,8295
FR0430004431256638978638501,TO9655738,4066
FR6230004213091426531533300,SA0821995,24547
FR7330004576455555286630901,TU0641452,5638
FR7930004612831962120457600,FF4529485,-479537
FR6130004475980999341267900,FF4529485,105080
FR5930004284454844184019700,FR5148102,9378
FR1130004070162574248179100,FR5148102,32308
FR3930004537479152078578700,FR5148102,9246
FR4930004919160208322122001,GF0629115,6716
FR5330004273430863506287400,BK2048366,54793
FR8730004625919197763738601,QY7843575,-401424
FR8830004949598497884970700,QY7843575,4300
FR1630004461769556876922300,OJ2950804,-485736
FR1630004461768663746484101,PR7583014,24288
FR2930004299802509212755901,PR7583014,28074
FR5530004286818800004878300,ZN9784839,173151
FR2030004675323622977559500,ZN9784839,-449611
FR2430004936093863212178500,ZN9784839,12661
FR8830004443004862325474800,MO9792957,71898
FR3330004526302532101668500,MO9792957,-46897
FR7530004129459159915831900,MO9792957,134900
FR7730004819801080072272200,MO9792957,-97255
FR4030004335018483221436801,MI2892966,-17633
FR9630004728777345092235000,MI2892966,41152
FR4830004211797279368997200,JT1520245,82527
FR7330004866605457172518500,JT1520245,5895
FR4430004558781976980043300,LX2204769,16602
FR1330004830255898495309100,LX2204769,104240
FR0330004001945567024069601,CP3016987,-42670
FR2930004854178302103985600,CP3016987,19407
FR9830004016242989653330201,VS4763390,169349
FR9330004175808329091210801,VS4763390,-6661
FR4630004553933970424774001,BH2241757,38427
FR7030004094582732273513301,BH2241757,-61735
FR7630004038524239062756500,BH2241757,-73586
FR8330004585431441759401200,BH2241757,-14173
FR4230004671647885027992500,OQ9754791,42152
FR8730004631258927004425201,OQ9754791,-12060
FR6330004626035483193788800,UG8179405,425772
FR8730004625916729372819301,IG3766300,-98236
FR3730004331949733400416601,CF2756666,2444317
FR4730004783987414375669801,HB0723755,39805
FR1330004851315304980066200,AI7755667,9010
FR7930004630278755287425401,TN4014406,17581
FR9330004747691705711221101,TN4014406,-268024
FR7130004111568372932827801,AT8565213,-295622
FR8930004211195652635268801,AT8565213,43399
FR8930004640205417919997701,TB6561397,278631
FR8930004211197570975796801,RO4129310,18343
FR1730004615204205863099800,RO4129310,-86115
FR7230004193737078324418700,RO4129310,55578
FR1430004463150363994364500,RO4129310,-59816
FR1730004139902454061511001,HW7742420,22830
FR4730004749487241559472201,QW5398546,-37043
FR6130004083931893754900301,QW5398546,103232
FR2930004854178122197830900,QW5398546,-54541
FR9230004591405245711809000,VK5562823,-39843
FR3230004069068825843981601,VK5562823,25180
FR6030004367599347207867701,QO0062237,143649
FR7230004193730754962137400,QV5098493,29959
FR9230004357303593367165601,SB9606353,-12065
FR5430004089242132708569201,NZ0254916,58798
FR6230004888356906070326000,NZ0254916,-240954
FR4730004749484715818970001,LR7074138,59699
FR9530004777958964635333901,EG1261570,-53349
FR1630004599423920347073400,DD6807641,-116012
FR0030004974751527346566800,DD6807641,1680
FR7330004801413057928062701,UU9444020,55013
FR1930004101576792702286101,UU9444020,-83679
FR0030004974752274543626701,WQ5045947,133878
FR1330004851312339557762900,WQ5045947,41668
FR3130004753681237142166901,WQ5045947,48500
FR8430004859199720663971901,LM6717252,933346
FR7130004111565035099162401,RO9971944,24351
FR2430004913068205202268401,AG6457707,887349
FR8530004972745195283470301,OH6552890,-6995
FR2530004515702589356122400,IR7613468,-370016
FR1930004491987610023960501,IR7613468,30579
FR7030004094587440637833200,RF1836245,23665
FR9330004747691350025916700,SX8168450,35482
FR3530004209103117261014400,SX8168450,38595
FR7030004407487361432418400,SX8168450,19513
FR5430004117680023033277501,SX8168450,48227
FR2730004088326459508276500,SX8168450,-68759
FR3430004044302034580409201,UW8150218,20221
FR1930004101577432394244401,RE7184607,12250
FR4830004211796586796901400,RE7184607,127030
FR8730004631253943454133800,RE7184607,19124
FR1730004391198175889878701,OO0644880,-56185
FR1530004015138965675813700,OO0644880,118509
FR8330004585439561863734201,BA9908607,17112
FR3030004068625094450837601,UY8663153,39833
FR2430004483090138059701000,UY8663153,44136
FR0330004001946923635030701,HB4275295,40780
FR5330004273436679663067901,VJ7324160,48487
FR5430004036945447885623501,VJ7324160,119823
FR0930004026731927576215700,IA5075632,2618
FR9230004357602840592738301,IA5075632,24808
FR5730004686111672540118501,IA5075632,178690
FR8830004949592110917308801,IA5075632,46888
FR2030004675327697724132900,KI6305801,90050
FR8730004631250427570059001,UI2488521,-36856
FR9230004591405531341061700,UI2488521,12452
FR9630004523631412678456801,VQ1373517,32060
FR7030004094584997857824901,VQ1373517,124154
FR6330004626037572547699600,VQ1373517,-449935
FR5430004036940131724809400,MU3035480,790621
FR6230004213099425234997801,TJ1774282,-98415
FR4030004994424186492632400,VN8830152,837881
FR4330004093101799854456501,VN8830152,-24236
FR3330004450769863877960201,PL4977485,492171
FR2530004515709038306500900,RO0990569,80194
FR9630004726815453103265200,RO0990569,91726
FR5030004282912026017146201,RO0990569,16452
FR1230004821921817064857701,LX0205477,9437
FR6930004681612524314069901,II0410663,-53410
FR6730004392705052281416100,II0410663,33968
FR7130004111564457454691900,XR6820623,37259
FR3230004069067593932449200,XR6820623,37093
FR1930004101571150682823400,JY3008725,37345
FR0930004227835605127495501,HI2356486,132219
FR8930004211194932206099101,TF5865956,18805
FR9230004357606494169040501,TF5865956,2421
FR6530004039886176013887101,TF5865956,33498
FR2730004292407165000930100,TF5865956,3363
FR6230004888353197775842600,II0586753,-44715
FR0930004858279392497855600,KO1650703,598100
FR0730004128697487599932401,OE1004343,-19439
FR7330004576450717070077001,OE1004343,-47204
FR0730004128697786338680300,OE1004343,73120
FR3730004249697324739582801,XF6667468,24297
FR7530004232456647757818701,KY8353707,116640
FR4830004028703169715618501,KY8353707,88913
FR6230004213098124217722500,LR1389469,38892
FR3530004209108627263331701,JC4599801,13754
FR0730004128690769436668100,JC4599801,23920
FR3030004068623371467929201,AB6418102,33799
FR1130004574844999457473501,AB6418102,73196
FR8830004949595960205667701,TL0125672,-13743
FR9630004726813246677141901,NO1532977,20445
FR7330004866601052671687600,WY0582934,-62714
FR0730004108773778301799801,KF3831756,174744
FR3330004526306175102493600,ZY5600897,587807
FR7330004801419526626345800,ZY5600897,-279390
FR7730004733899368613309401,ZY5600897,4107
FR7730004819809118091396100,IY0274077,19187
FR1130004574845789561555901,KR5701909,-78590
FR3630004480695284702257000,WT2271985,562318
FR7630004038527760464113901,WT2271985,-53971
FR0930004919731397216333901,BU3213866,146213
FR4730004783987715330875200,NM8273911,-14766
FR0430004916204929285811900,NM8273911,192497
FR4330004382074238409204201,NM8273911,196671
FR0830004072223685859131701,KM2027291,19707
FR8830004107902367568696801,KM2027291,38962
FR7730004733894747540788901,QE9345224,16397
FR2930004854176603520640401,QE9345224,536058
FR6530004039889381955516000,QG0858742,2963002
FR3630004053091757668701601,YD2956346,114303
FR5930004298153954408106600,RV5039276,33226
FR9530004777956582063221901,FS3298434,19583
FR7130004648260403262836400,FS3298434,39003
FR2230004916333238698303300,FS3298434,-31627
FR7530004232456526444762500,UR7651656,-66686
FR2530004434024101256014201,UR7651656,47904
FR5430004302376527051919000,OD5348357,33329
FR6130004291647079539010600,OD5348357,10431
FR1230004112789714023543701,OD5348357,66768
FR6530004097698043990598101,OD5348357,902208
FR0430004916206221806078701,WA2650515,36500
FR0830004072228097520591400,WA2650515,22646
FR7330004866605275654294800,TZ9728489,-9429
FR0330004363051711461276400,DW3440493,-1766
FR9430004405569787771526101,SZ9603928,27718
FR1730004773348894300459700,SZ9603928,-348207
FR0930004858271089381500601,CH6137190,14621
FR5430004692893264539399401,CH6137190,-85844
FR7130004648265336152286801,TL4994650,14502
FR7230004193737527144551001,TL4994650,13327
FR9630004726810803826158001,SO7013840,148555
FR6130004083938953160075900,DD3599984,11652
FR9430004405568282322852200,DD3599984,69806
FR6730004992476651639990700,UW4233549,49809
FR2930004854173267760097500,GN5038473,193808
FR7230004193730743462791601,AD1758904,31282
FR3730004249697967719350800,PZ9905590,-32547
FR3030004068622062319739401,UT9363417,46333
FR0930004858277515766973901,QI9384644,557332
FR2930004325278508342969801,QI9384644,147563
FR9230004591404479432845901,QI9384644,540586
FR9430004319076185387967201,FA8699518,35485
FR5930004298152541662354900,ZI5381469,-46508
FR6430004728025428047141900,ZI5381469,188222
FR5330004273437172821380801,FO0677829,763607
FR6730004992478341107410700,FO0677829,171280
FR0930004412670819515059701,OK2201077,168272
FR1430004463152139472629501,HY0407970,23061
FR8230004020508023034210401,HY0407970,-24886
FR6130004475988908777912501,HY0407970,6816
FR5530004368813386460800501,UO2496481,93249
FR4230004671643956802884700,UO2496481,18505
FR7830004343657134465872101,SN0329827,546750
FR4830004028706674723035800,SR3534620,49676
FR6930004548468826301803800,SR3534620,32857
FR9530004777958854609117700,NA4766594,111466
FR0230004898845241163225501,TD7204391,83824
FR5530004286817737081621400,TD7204391,5921
FR1630004994631421349623500,TD7204391,32268
FR6130004083930033961080201,CB7688172,-291161
FR7230004193733895092831901,CB7688172,16934
FR1730004710510497896148200,QT3586759,7537
FR0130004806915549310282800,QT3586759,49600
FR7030004094586679194080700,QT3586759,82606
FR5330004273436063382041201,QT3586759,-142642
FR4730004705805915877390200,QT3586759,187449
FR9330004175806186783523800,FE6743334,954090
FR8230004020507266964138301,TT9299217,-38391
FR0730004128698002545501901,TT9299217,172038
FR7330004801412052542902900,FO5432738,1897
FR1530004695946457499436801,GX6582656,-494927
FR8730004631256780609406100,IP4864653,172138
FR6330004626037605547034001,IP4864653,322896
FR7130004648269747902698800,IP4864653,-7053
FR9830004359731348425544501,IP4864653,55305
FR9230004399783465375136301,IP4864653,-7639
FR6930004548467957429228101,BN1340243,264
FR9630004728778318591257401,BN1340243,-78565
FR1530004383461170193135600,BN1340243,14074
FR6330004071867734642467301,BN1340243,-59863
FR3530004209100122920513301,BN1340243,20725
FR2730004292409690377805701,YG0402023,43752
FR3930004121367924730739301,YG0402023,24101
FR4130004639379821392143600,YG0402023,527903
FR0730004108773883273873401,EA3255972,33991
FR2430004483096422179903000,PM4774712,41921
FR4730004749488494538310701,RR9257552,861448
FR4630004553935017291578901,RR9257552,364997
FR8330004585432883747806400,UF4553010,139210
FR7030004893742153392071600,UF4553010,25832
FR3830004809422994366352801,LA5551517,-179965
FR2030004675326875196329200,LA5551517,-22452
FR4730004705803260310839401,GR4638492,15553
FR5430004302376101042112101,ZI9233009,-170750
FR9530004777955425272648500,PD6791983,114001
FR7530004964101509439271800,PD6791983,16652
FR8230004020506191092035701,YO2845773,-196890
FR4230004671647212789355201,RL9703295,98454
FR7330004576458633734237700,RL9703295,17533
FR4630004553935796188744701,ED5862742,10265
FR2930004325279197836381701,LL6402648,18965
FR4830004211793848713332900,LL6402648,-243258
FR6530004779537470619938100,LL6402648,11540
FR4030004994421485270358901,LL6402648,589501
FR9630004728773573628430701,LL6402648,83229
FR2430004913061404586861701,PT3472921,37911
FR2430004913060408763956101,PT3472921,19067
FR7530004964107408711214300,PT3472921,32906
FR7030004407489318522073100,LA0691714,23778
FR5130004286449402848482401,SJ5378054,-28725
FR1330004851310691179763800,ZL5779721,31276
FR6930004681611733277383900,GH2165382,109882
FR9330004747695107504176301,VE1664897,-335678
FR1130004070165188146890800,WE4263597,42366
FR8530004079602298079888201,ZA8980262,361051
FR4730004749486645132477601,ZA8980262,131314
FR1530004015132138829985101,ZA8980262,-39314
FR2530004434028980190737501,ON0221513,-15617
FR8630004423877265321252900,ON0221513,103225
FR0930004026731584228371800,ON0221513,-380466
FR5430004089244434655753401,ON0221513,20866
FR3330004450761682895907000,ON0221513,176649
FR7930004612835897475926801,QJ7110205,184932
FR5430004036948153996833501,NW7762768,2595
FR3430004427367561685351801,IO7691636,-438242
FR9630004726814278718343100,IO7691636,-17598
FR8930004739135789046614001,IO7691636,96539
FR5430004964675152859030401,TM3417409,-404178
FR2930004854173427766305900,AD1864222,11536
FR3430004324320333200826700,AD1864222,25454
FR6130004083931343278201100,AD1864222,-77643
FR0130004806910498112417000,OW8020328,-26533
FR4730004749482413878184500,OW8020328,-36302
FR6030004367590317177550700,PQ2340347,92538
FR7130004111562563050076201,PQ2340347,186451
FR6430004728022534983129900,KS2892639,17893
FR1230004350566561597931001,KS2892639,42320
FR4530004620433868386672200,KS2892639,124270
FR8830004949598213726772300,KS2892639,3723889
FR5730004686116497895654800,YW1190944,37791
FR2030004675323331124022400,YW1190944,-154205
FR2330004005441410030312301,YW1190944,-51359
FR0930004412672278811391901,PZ9044688,38527
FR3730004331941793222748801,PZ9044688,43571
FR4630004174329741674001700,PZ9044688,329
FR2930004299806928272381700,PZ9044688,14605
FR7230004634680007571605700,KW6318921,169227
FR7230004193734963097922400,GP2622085,-37487
FR1930004101577090965611701,HM9698067,-85504
FR2930004854176318406311001,DW9854448,8553
FR3430004044303571336507401,ES9936008,-324090
FR1730004139906856025755901,ES9936008,73651
FR0030004974751282735044000,GS5347722,178420
FR7730004733893815403596300,WD0888757,-7513
FR5430004692898336278727701,WD0888757,123440
FR1730004615205978081479200,WD0888757,28063
FR2030004531848752797723001,WD0888757,31050
FR6530004039889063773630601,MB8912668,189567
FR3530004209104407827151200,MB8912668,989708
FR5430004692898187058224801,VG4918262,48745
FR1530004383461138841587300,WJ9084699,7105
FR5530004960683562351344500,WJ9084699,-223821
FR8830004949595572783349401,WJ9084699,22047
FR5430004692890576188174500,NN7435332,25031
FR7630004038528108283977600,AI2477293,-268492
FR6330004071866904550303700,ST2947700,4355
FR0230004773807584291478900,DT0370745,-45664
FR3730004249695937687822001,WV1590494,25734
FR2430004483098507967777701,TS1308122,37790
FR0230004898841059082240901,TS1308122,456
FR1130004708641232750983300,NI2668306,27262
FR9230004591407513618839400,QW7394488,641975
FR5530004368815858997709401,QW7394488,13071
FR0930004412679426635731101,ZA6620520,182617
FR3430004324328097720157200,HV0711265,111671
FR3330004526302669605531500,HV0711265,199553
FR4830004028707157503041401,HJ1132868,-398212
FR2030004531843473476608101,KU9329273,-387879
FR1130004070166932248441301,KU9329273,110271
FR8930004640203008942519701,KU9329273,-95732
FR5430004692894735057732400,KU9329273,103910
FR1030004118999818508173401,LH2340613,24920
FR4230004671647952189595501,TC1038785,19068
FR0930004026736425029132900,TC1038785,22621
FR7830004343653764246149201,SX3817710,-144959
FR7030004407482211074710900,SX3817710,187350
FR6430004539117102372077201,YZ8262129,87084
FR8830004443002915726046300,YZ8262129,114410
FR1730004710514710321001101,YZ8262129,119037
FR9430004319074585039026501,WI9702384,41527
FR8830004107906845046036300,CW5741220,147988
FR1230004112785356866450400,QH8823786,160327
FR7530004820884662526321401,CT6336926,-36064
FR1330004443515276524454800,ML0329912,-36058
FR8230004329010414883139900,PE8783648,90118
FR6330004626032075848046300,IG7086765,-47968
FR8730004625918592270969800,IG7086765,11075
FR9030004132613004823431901,TD4953998,-53817
FR8530004079607124179376200,IU3990396,-34159
FR6030004367598914824378701,IU3990396,15918
FR4230004671641635249675900,QC9128675,-412555
FR8830004107908265053999400,QC9128675,1562
FR8530004972748307212185700,QL5494868,649003
FR3930004121360820053255000,QL5494868,-69699
FR8530004972748591260999400,ZN2410635,6761
FR0530004870158662726969400,ZN2410635,184323
FR6230004141844505063132800,ZN2410635,-57845
FR8830004443004104685922100,WH5159190,135494
FR2430004936098984578891101,AL0578098,17646
FR3430004427361377455166900,AL0578098,-203598
FR6030004583042884997934801,AL0578098,-475048
FR1030004072908072598582101,AL0578098,27081
FR1530004015138436678527400,RC1299213,30212
FR7630004038520899454082101,VD5656235,22184
FR3930004121366308455819800,VD5656235,36138
FR7530004964103868395253501,QK0092122,44915
FR3130004753684979655475601,GI7195231,370200
FR1030004236748029035246201,GI7195231,17273
FR4830004211795507327742701,GI7195231,-32323
FR7930004612833609908599000,OD1925514,-7303
FR4430004480544126011747500,OD1925514,329
FR8830004374363032187670801,ML3722917,43247
FR7830004343651700185500301,ML3722917,34038
FR3130004753686064634264601,ML3722917,131829
FR6030004367598874759296301,ML3722917,-450173
FR7230004634688711307056000,BA8862950,22581
FR1330004443518297014168500,KZ4411735,55988
FR6230004213095531253141700,GE6336114,30931
FR7030004407481775301638701,HJ3374600,79768
FR0330004001945295428366501,HH4569874,169966
FR1330004443519088357944400,HH4569874,-420474
FR6930004548460498622649001,HH4569874,31615
FR0230004898842706786723300,SJ5295976,-22609
FR3330004526307303759270801,NT9243800,26305
FR6230004141840475795450700,PA7465208,7343275
FR5230004624449196041922900,ZZ7158887,-57242
FR1930004491987260390498100,ZZ7158887,22557
FR1330004443514991786003000,ZZ7158887,22399
FR2930004299809831086151401,ZZ7158887,24823
FR4030004994424224988316900,LU5801406,-29294
FR9630004728771260736962400,BF9846396,35862
FR0930004026737963334213400,BF9846396,894185
FR4730004705809398710122101,GV6313267,-30841
FR4430004558781142828465901,GV6313267,81164
FR2330004885640213612997000,NQ3841440,88430
FR3930004121367468637926300,NO4413655,81256
FR4230004033858772032986301,NO4413655,187808
FR6530004097695249425702600,KO0061584,14168
FR8830004443002581415948400,KO0061584,-93178
FR5030004282913860887457600,KO0061584,35547
FR8630004423877607105668200,WV0426557,6929
FR4630004553939128980215301,WV0426557,7039
FR2230004916334938196843100,WV0426557,21379
FR3130004837542680032167601,GC5328734,99856
FR8730004625918334427324901,GC5328734,39234
FR2430004936098111608693301,MB6060719,88072
FR9830004333590865787627001,HG3898192,35394
FR3730004249695190571706500,ZT7470228,1332
FR1230004610238175016498600,XA4126896,30098
FR3730004249694381789883100,KV8090070,47112
FR1630004461762967522693801,KV8090070,-138642
FR1730004391195853565920301,KV8090070,189502
FR0730004108774016022051200,KV8090070,21846
FR8730004631250870665451400,YE6192542,134678
FR4330004382077147999960300,YE6192542,766645
FR5530004960689673446369201,YE6192542,109140
FR9630004726812558216247801,YE6192542,24895
FR5430004117685739838608700,TZ6639101,-65898
FR5230004624444943244721301,TZ6639101,39007
FR4630004174325357327081400,TZ6639101,37752
FR7030004407487000181785500,RP0313851,36130
FR6430004728029667706512201,RP0313851,916835
FR9830004333594867962488400,RP0313851,263719
FR7030004893747737232337501,LT1057698,672909
FR8230004851253793269077500,LT1057698,-58879
FR3930004121365990800146701,LE9251285,86136
FR0930004412675270076790000,LE9251285,-85225
FR7930004368573463861621400,LE9251285,29167
FR6230004141843134562093901,LE9251285,-19245
FR8730004567282868019091000,QB5225825,599261
FR0930004858279434300873901,BY6728094,-64310
FR1630004461765286006055101,BY6728094,36347
FR4330004382077213905900101,BY6728094,1684
FR0830004072229654486669400,BY6728094,149895
FR6230004141845040360393600,BY6728094,38285
FR6330004071861857622300801,BO9066911,-451043
FR0830004072223252579233200,BO9066911,24924
FR0930004026734630221839501,SK2815064,-414793
FR7530004232453851767028501,SK2815064,31788
FR1130004070164336035393600,QH2991515,32856
FR6530004039889610053253800,VU2868860,5868
FR7230004193736916155410500,GQ6020789,570716
FR6430004539116284064001800,UH3280713,8853
FR3730004331948022027074200,UH3280713,11317
FR3630004480696943126521600,QJ2304450,33159
FR4130004639371962687220100,QJ2304450,27575
FR4630004553937813498473200,QJ2304450,36370
FR3730004331946037663871501,IU9708037,161288
FR2430004483098123476410601,IX3595415,4337
FR9430004405563534155524001,IX3595415,-90124
FR2430004913065744489571500,KX0413256,179230
FR5430004089249185950992201,KX0413256,703152
FR5030004282915782007487401,KX0413256,-95103
FR4930004919163119848902001,KX0413256,6166
FR6230004888356004090657000,KX0413256,65960
FR3730004331942471704504100,VM6531503,341057
FR3730004331659088131645501,VU0875148,37070
FR1530004015134740701236801,DA9874122,6508635
FR2730004292407840611674700,PQ3093798,25303
FR3730004072196835516793700,PQ3093798,-63582
FR3030004068624888865147001,LC8853387,41576
FR3430004044308220535581000,LC8853387,53299
FR4130004639373822493780700,WI8288858,163008
FR3830004809424629251063400,WI8288858,717
FR5530004960687932965609201,VN8787077,81856
FR7930004809137899831534501,VN8787077,9756
FR7130004898531920172164400,RQ0136322,95537
FR1030004236740916958816100,HP6953680,12294
FR8330004585430189003843000,MV6064024,64827
FR4430004558782811050567800,XE7507815,15802
FR1630004994633588828849401,XE7507815,-283533
FR7230004634682910638844100,XE7507815,366332
FR2730004088326849599171801,LX8642567,20607
FR1030004072905955807777301,LX8642567,56677
FR1230004821922501751244600,LX8642567,102159
FR7030004407483611223444700,QJ5846875,128945
FR7830004343655731979366101,QJ5846875,46963
FR0030004974750439140538700,QJ5846875,10663
FR8730004567284958827540301,KE6437767,14352
FR8730004625911279996881800,QZ5670255,16358
