code_client,prenom,nom,date_naissance,adresse_id
EP1059057,Inès,Schmitt,2009-02-19,1185
TB6202690,Victoria,Aubert,1973-07-01,1185
PL4808425,Nathan,Clement,1989-09-27,1185
LC9990208,Augustin,David,1971-09-25,1186
YM6019298,Louise,Renaud,2016-07-09,1187
HR8937012,Enzo,Muller,1977-07-30,1187
CF2186994,Elio,Schmitt,1971-07-17,1187
PX5274231,Axel,Renard,1968-12-25,1187
JA2429587,Alice,Lucas,1988-07-17,1188
SD4129703,Jade,Morin,1968-06-10,1188
HU1162759,Rose,Philippe,1972-03-03,1188
MU1864399,Mohamed,Garcia,1992-03-06,1188
GO2042450,Zoé,Leclercq,1987-12-12,1189
CD7376293,Raphaël,Marchand,2004-12-29,1189
UK8756904,Théo,Morin,1989-01-31,1190
IN6167003,Gaspard,Marie,2002-08-20,1190
OC5854066,Nina,Blanc,2013-05-30,1190
QQ3059566,Eva,Rey,1998-06-27,1190
PD0480748,Milo,Andre,1960-06-13,1190
NP9820931,Eliott,Roger,1997-04-04,1191
JB1764059,Marceau,Lucas,1987-04-14,1192
FA6173992,Elena,Andre,1993-01-16,1193
LW5517414,Charlie,Pierre,1988-11-29,1194
HY2980827,Eva,Joly,1990-09-13,1195
QM7652191,Sofia,Denis,1976-03-10,1195
YE1031733,Rayan,Barbier,1995-05-10,1195
OP0203348,Adam,Martin,1967-08-04,1195
OD1818937,Léonie,Martin,1998-11-13,1196
OJ9489355,Ethan,Faure,1972-08-08,1196
MH3314843,Iris,Robert,2018-07-18,1196
DJ3676834,Gaspard,Meyer,1969-10-18,1197
WR2777398,Alice,Gautier,2017-12-28,1198
NG4893544,Juliette,Blanchard,1987-09-01,1199
EP0705632,Mohamed,Roussel,1963-09-29,1199
FT3091906,Margaux,Leclerc,1964-03-20,1200
TI8595114,Alba,Caron,2008-11-22,1200
PT4772234,Gaspard,Vidal,1993-05-07,1201
UR7793178,Louise,Riviere,2000-12-05,1201
UA9422873,Paul,Legrand,2008-11-23,1201
VU0352353,Victoria,Brunet,1961-09-10,1201
NO0709649,Elio,Richard,1975-05-07,1202
VV8826796,Adèle,Leroy,1970-12-04,1203
DH5643296,Léna,Dubois,2003-08-22,1204
DW2458451,Enzo,Clement,1978-03-13,1204
DX4982544,Jade,Morel,2015-03-25,1204
LG0916853,Augustin,Giraud,1974-06-16,1204
DJ9011037,Martin,Marie,1996-04-30,1205
KH6602249,Maël,Mathieu,2009-07-25,1205
YQ4636264,Victoria,Garnier,2017-08-10,1205
ZI1670279,Jade,Boyer,2015-12-05,1205
OJ7917189,Nino,Bertrand,2009-01-26,1206
IX9011084,Alma,Dumas,2011-11-03,1206
YN2332176,Louna,Dumont,1963-10-12,1206
KI9400730,Romy,Vincent,1985-06-19,1207
WV5848646,Romane,Lefebvre,1989-10-05,1207
TI1263834,Théo,Andre,1997-03-09,1207
EP1987592,Nina,Noel,1981-03-25,1207
QI4022827,Adèle,Payet,1977-02-13,1208
BT5110067,Robin,Clement,1993-01-09,1209
GH2043188,Rose,Andre,1991-04-16,1209
JX8039993,Agathe,Lefebvre,2007-02-09,1210
SC4143408,Axel,Bertrand,1975-04-06,1210
ZZ4009150,Lyana,Gautier,2008-04-02,1210
UU3968079,Inaya,Simon,1980-04-24,1210
CN7839902,Romane,Renaud,1992-01-25,1211
GR8979657,Léna,Vincent,1963-04-05,1212
GB2671036,Rayan,Roux,1966-01-11,1212
SY6298307,Louise,Roussel,2017-08-29,1212
SG4074883,Inaya,Roger,1997-01-13,1212
WH2151093,Théo,Robert,1972-04-29,1213
KI6835407,Lina,Aubert,1973-04-22,1213
QB3116392,Axel,Duval,2003-03-21,1213
IC5304455,Romy,Brun,1960-12-04,1213
EZ4172745,Anna,Masson,1987-09-23,1214
ML6337317,Margaux,Robert,2001-08-17,1214
UL2844971,Giulia,Giraud,1976-03-07,1214
GK8178852,Lucie,Payet,1998-05-02,1214
OC7115687,Alma,Moreau,1974-05-28,1215
JW5806859,Anna,Morin,1969-06-27,1215
YI2145679,Mohamed,Bernard,1981-05-26,1216
PV4607088,Elio,Gautier,1994-11-02,1217
RG8591295,Romane,Blanc,2019-09-24,1218
VG9361414,Julia,Vincent,2012-03-02,1218
PH4567126,Inès,Francois,2003-03-03,1218
HF4662895,Robin,Dufour,1985-09-20,1218
VE2705276,Naël,Pierre,1983-11-15,1218
MB3926282,Ibrahim,Perrin,1998-04-29,1219
IC1087859,Ethan,Fontaine,1984-12-25,1219
PM6321347,Eva,Morel,2013-03-13,1219
RK9641439,Robin,Blanc,1974-01-08,1219
WT1613185,Charlotte,Lambert,1966-03-24,1220
TB4824741,Arthur,Perrin,2015-01-26,1220
LM5369407,Imran,Robin,1966-03-26,1220
ZY3142019,Paul,Marchand,2016-08-25,1220
ND7191147,Nina,Blanc,1960-02-18,1220
RJ0367599,Ava,Michel,2014-08-18,1220
YT5219179,Gabin,David,2017-09-12,1221
JZ5211516,Juliette,Gerard,1998-11-07,1222
SM3056858,Alice,Nicolas,1991-11-26,1222
NH0984296,Louna,Mercier,1990-04-11,1222
HU6238426,Nour,Mathieu,2008-06-21,1222
VG7619903,Alix,Arnaud,2013-04-16,1223
MM8748101,Tiago,Brun,2015-08-20,1224
VN7603842,Louis,Fournier,1966-05-15,1225
XH3412508,Tiago,Joly,1980-07-23,1225
QK9469356,Léna,Thomas,2000-09-26,1226
NQ1696550,Lyana,Rousseau,2016-07-18,1226
XN8845705,Raphaël,Pierre,2016-04-14,1226
UB2387819,Augustin,Richard,1974-04-28,1226
OR5512028,Mya,Bertrand,1969-06-28,1227
ET3576259,Margaux,Marie,1975-05-24,1227
HF6474726,Mya,Bertrand,1980-07-27,1227
FS8851340,Mya,Lemaire,1982-09-24,1227
GU6405393,Gaspard,Clement,1969-04-03,1228
JD1510825,Enzo,Bourgeois,1998-01-27,1229
PY5418103,Mia,Guillaume,1983-05-18,1229
CH2040705,Luna,Perrin,1976-12-28,1229
HY5892756,Lyana,Petit,1981-04-03,1229
FK9318079,Nina,Benoit,2009-04-24,1229
OK8297503,Milo,Gaillard,2000-09-14,1230
YM2927351,Alba,Roussel,1987-05-02,1230
PQ9332536,Léonie,Olivier,1980-06-14,1230
SE1179332,Léo,Morel,1986-08-07,1230
OA1567971,Mila,Robin,1973-10-15,1231
FV7399272,Lyana,Simon,1995-07-15,1231
LB2112817,Maël,Lecomte,2014-07-31,1231
XL3452559,Lucie,Gauthier,2013-04-27,1231
LU0898358,Martin,Dumont,2004-10-25,1232
ZF4255907,Alba,Guerin,1981-08-20,1232
UZ6374541,Augustin,Bernard,1999-09-15,1232
DT4463708,Elio,Noel,2003-01-01,1232
JU4053970,Valentin,Boyer,1989-12-18,1233
DS2536101,Anna,Andre,1963-06-03,1233
UR6273403,Alma,Lefebvre,1991-07-19,1233
XY3793950,Charlie,Duval,1999-02-26,1233
TI6916421,Malo,Dupont,2000-07-10,1234
KP2642787,Victoria,Lecomte,2009-03-02,1234
XG0774346,Juliette,Leclercq,1974-12-14,1234
DN6087080,Giulia,Leroy,2008-07-06,1234
AS2181286,Jules,Leroux,2008-07-09,1235
HF3240083,Louise,Bonnet,1999-06-24,1235
EB5617734,Giulia,Garnier,1992-04-26,1236
KE1526246,Giulia,Roussel,1976-08-29,1237
DM8054904,Alba,Picard,1988-05-15,1237
SW6417168,Eva,Joly,2003-10-19,1237
CD5092939,Léo,Denis,1981-09-30,1237
YU9706929,Ambre,Payet,2012-04-19,1238
FA7626156,Isaac,Marchand,1976-06-06,1238
QS4530099,Sofia,Gautier,1995-06-14,1238
LD6436705,Léna,Henry,1969-01-31,1238
QN5688129,Mila,Bertrand,2009-09-29,1239
KY4015878,Augustin,Michel,1987-08-06,1239
IH7411213,Lola,Richard,1981-10-31,1239
PT8194338,Mila,Dupont,2015-12-18,1239
YF2227958,Tom,Benoit,2000-11-11,1239
SP4825940,Léon,Lecomte,1963-05-28,1239
KU1355090,Naël,Lemaire,1977-11-28,1240
KU3046597,Alma,Denis,2003-10-12,1240
SB1241879,Lina,Boyer,1999-06-27,1240
RE4382960,Jules,Duval,1971-04-05,1241
OD0199384,Rayan,Martinez,1999-04-07,1241
DW0359994,Mya,Morin,2005-12-28,1241
BN0617186,Olivia,Michel,1997-07-04,1241
IB4798175,Amir,Philippe,2018-12-27,1242
GG1712972,Noé,Rey,2017-10-30,1242
QJ7615750,Léon,Henry,1999-07-15,1242
MW2678741,Noé,Henry,2012-01-02,1242
SP2073123,Martin,Bonnet,1989-09-27,1243
JT7810414,Lina,Martin,1977-02-18,1243
JJ8590333,Alice,Denis,2000-07-13,1243
JD8028518,Gabin,Vincent,1960-05-20,1243
VW9930298,Robin,Leclercq,1974-01-21,1244
YH1050774,Alma,David,1984-07-04,1244
CK6389547,Ayden,Lemaire,1987-05-17,1244
BG5396048,Ambre,Vincent,1960-06-02,1244
GX0899173,Giulia,Lefevre,2015-09-19,1245
VO4573377,Zoé,Durand,1998-11-29,1245
QJ9797665,Axel,Petit,1965-05-28,1245
II1680539,Léonie,Lucas,1983-04-14,1246
LK9639776,Louna,Leclercq,1984-03-05,1246
QF8525683,Iris,Roy,2003-02-15,1246
KU2131350,Agathe,Roy,2015-11-28,1247
ZY6898870,Rayan,Thomas,1984-08-14,1247
VX4593998,Elio,Henry,1981-05-03,1247
PA7978205,Imran,Lefevre,1969-12-27,1247
NH7446399,Timéo,Henry,1964-02-27,1248
AK1114365,Lucas,Martinez,1969-04-12,1248
VF1949534,Marius,Henry,1980-09-17,1248
EW7388419,Adam,Martin,1986-06-13,1248
PY4655486,Enzo,Bourgeois,2005-11-06,1248
KP8512849,Charlotte,Fontaine,2008-04-13,1248
MD5615738,Noé,Schmitt,2017-12-22,1249
VS9191064,Olivia,Mathieu,1981-12-27,1250
QH8896220,Lina,Vidal,1960-12-18,1251
XO4104860,Gaspard,Richard,1999-08-08,1252
HA5776007,Raphaël,Laurent,1983-10-31,1253
KM3564867,Lyana,Leroux,2007-04-17,1253
XV9443667,Adam,Roche,1962-08-23,1253
LU3791817,Ibrahim,Leclerc,1971-01-04,1253
DJ1968006,Romy,Andre,2003-07-01,1253
FB1492213,Giulia,Roy,1971-11-07,1253
HM6713368,Léa,Guerin,2012-07-19,1254
GS1801905,Alix,Henry,1968-06-12,1254
XF3972814,Giulia,Blanc,2011-11-29,1254
DR1665466,Luna,Masson,2006-05-21,1255
QS6346410,Mila,Morin,1986-06-06,1255
JK3164053,Milo,Lucas,2014-08-23,1255
VN2865092,Chloé,Leclercq,1979-04-23,1255
ZV3524695,Gabin,Meyer,1998-03-07,1256
AM3624800,Eva,Muller,1986-08-15,1256
BU4120026,Martin,Rolland,1987-05-22,1256
EZ3516821,Léonie,Mathieu,1968-09-05,1256
MJ3128206,Inaya,Payet,1972-07-03,1257
AO0283928,Eva,Perrin,1984-02-07,1257
IT1328984,Lucas,Picard,2006-08-09,1257
US9561923,Ayden,Blanc,2016-08-14,1257
ZU4581164,Marius,Olivier,2014-09-22,1257
DM9789391,Inaya,Clement,1991-12-07,1258
VK5517409,Gaspard,Pierre,1987-01-30,1258
CZ1188198,Nino,Garcia,2012-03-09,1258
TY3963082,Chloé,Faure,1968-03-20,1258
PN7977160,Gabin,Girard,2003-09-25,1259
AM7325096,Elena,Robert,2018-06-05,1259
BO4130910,Ayden,Laurent,1987-02-02,1259
TL4198354,Adam,Roche,2011-02-05,1260
MY1692650,Nina,Schmitt,2016-07-05,1260
CO3347397,Gabriel,Gautier,1996-03-14,1260
DZ7465865,Alba,Payet,1985-11-18,1260
AL4042371,Margaux,Guerin,1969-02-01,1261
LQ9644008,Charlie,Morin,1988-01-11,1262
NM4714752,Liam,Aubert,1985-09-27,1262
UZ8045329,Théo,Noel,1964-09-20,1262
ZM6340646,Gabin,Nicolas,1971-01-09,1263
MW7255323,Lina,Roche,1984-06-22,1263
JK4955413,Olivia,David,2008-09-04,1263
QT5276826,Arthur,Blanc,1977-03-15,1263
UE2696070,Enzo,Dufour,1999-10-22,1263
JW8473570,Valentin,Moreau,2019-11-23,1264
UL3370347,Juliette,Renard,1963-02-02,1264
HL8925389,Valentin,Leclercq,1984-09-09,1264
AP0678982,Julia,Thomas,2004-03-25,1264
AH3030489,Julia,Vidal,2018-11-16,1265
SN2818715,Adam,Meunier,1979-09-21,1265
KH6600978,Liam,Colin,2014-03-15,1265
FA5706475,Victor,Perrin,1992-09-08,1265
LZ5729765,Gabriel,Muller,1999-02-14,1266
VR1821372,Romy,Colin,1971-10-04,1266
JU9641518,Charlie,Vidal,1980-10-11,1266
XZ7524713,Mila,Guillaume,2019-08-11,1266
RA2577693,Gaspard,Bernard,1982-05-08,1267
JP8912862,Victoria,Payet,1982-06-22,1267
GF5743946,Louis,Colin,1966-12-04,1267
VW5356484,Julia,Roux,2015-11-07,1267
LA0449206,Marceau,Durand,1969-04-01,1268
VC7713582,Chloé,Morin,1991-12-24,1268
CV5915579,Elio,Leroux,1960-09-07,1268
AO4829144,Jules,Dumont,2010-04-25,1268
JV7343946,Léna,Mathieu,2010-01-06,1269
HT5335359,Alix,Bernard,2014-12-10,1269
EQ6113950,Charlie,Gaillard,1982-07-16,1269
QQ2132777,Mila,Leclercq,1992-07-14,1269
XM1446830,Lyam,Clement,1962-09-05,1270
BA6794637,Jules,Mathieu,1975-12-30,1270
GR0202140,Aaron,Roche,1977-11-28,1270
BI4459661,Julia,Muller,1971-05-13,1271
NL1071147,Olivia,Bonnet,2016-10-10,1271
IC4412241,Marius,Brun,1993-04-11,1271
TM2929788,Charlotte,Francois,1987-05-17,1271
PZ2238803,Martin,Robert,1986-03-12,1271
PC2050612,Nour,Leclerc,1971-12-28,1272
AU7598451,Lou,David,1977-01-31,1272
HZ8008849,Eva,Andre,2019-11-12,1273
IQ5233676,Chloé,Thomas,1994-07-16,1273
UO3715910,Liam,Legrand,2019-03-19,1273
SJ7927854,Mohamed,Lemaire,2016-05-17,1273
MP3442722,Léo,Dufour,2019-10-18,1274
WN2142002,Enzo,Marchand,2013-05-28,1274
EC2374640,Mathis,Dumas,2012-12-14,1274
ZZ7211754,Victoire,Fontaine,1968-11-08,1274
ZN9160613,Adam,Thomas,1971-04-09,1274
PM5048498,Olivia,Roux,1998-09-15,1274
OM1174746,Nina,Lefevre,1980-05-18,1275
YQ5075923,Théo,Simon,1973-11-10,1275
DH5450384,Inès,Morin,2003-06-07,1275
NV2758132,Martin,Michel,1994-01-02,1275
SB1148933,Lola,Moreau,2000-11-21,1276
OJ3600891,Alix,Schmitt,1995-10-12,1276
LG5564984,Olivia,Michel,1984-12-10,1276
RZ9455633,Léo,Durand,1993-05-06,1276
TX5586883,Mia,David,2009-10-27,1277
YA0533183,Agathe,Meyer,1974-05-24,1277
ND6048533,Olivia,Leclercq,1964-05-22,1278
EE4344134,Jade,Moreau,1965-07-27,1278
KF3270697,Elena,Marie,1977-11-01,1278
VY5241986,Lina,Laurent,2010-01-29,1278
RD1768690,Romane,Duval,1997-09-29,1278
VL2184774,Iris,Guerin,1972-02-12,1279
ON2677146,Mila,Dupont,1994-07-22,1279
WN3846385,Mohamed,Guillaume,1982-03-10,1279
WB4410277,Isaac,Roux,2000-10-07,1279
TS9630435,Emy,Denis,1980-04-08,1280
TV7243804,Maël,Henry,1997-12-18,1280
VJ5380979,Rayan,Moreau,1987-01-27,1280
KS9692173,Tom,Barbier,1978-09-20,1280
OX4162806,Giulia,Arnaud,1966-10-28,1281
QS9069567,Nathan,Denis,1994-07-19,1281
KD8475017,Théo,Meyer,2004-06-02,1281
TN4085000,Inaya,Robert,2003-05-17,1281
NV1248937,Ethan,Giraud,1997-10-19,1282
MQ5716727,Raphaël,Lacroix,1969-01-29,1283
ER1019857,Mia,Joly,1973-02-03,1284
QR3372604,Robin,Brunet,2004-07-09,1284
KS4350205,Ibrahim,Lemoine,1969-09-26,1284
RI2173272,Gabriel,Morin,1963-05-05,1284
CK4447400,Enzo,Perrin,2012-08-07,1285
EM4477426,Imran,Lambert,1974-10-30,1285
UA9564578,Alba,Duval,2017-09-16,1285
SA8461306,Victoire,Fabre,2017-07-20,1285
UP1027516,Juliette,Marie,2006-07-20,1286
GP9292325,Ava,Roussel,1967-04-10,1286
QR5230281,Inaya,Henry,1978-11-02,1287
NI6215729,Isaac,Lefebvre,1969-06-16,1288
BF8186328,Marius,Leroy,1984-05-13,1288
JC0187611,Valentin,Thomas,1966-02-11,1288
OY0118204,Léo,Arnaud,2007-09-04,1288
ST8259609,Ibrahim,Petit,1986-03-10,1289
YU5898072,Maël,Gauthier,2008-04-22,1289
RV7938923,Rayan,Andre,1977-11-12,1289
OD2293678,Paul,Roux,1965-04-06,1289
HB2528940,Robin,Masson,1963-08-17,1290
HW7693410,Liam,Faure,1973-09-11,1290
QQ9346835,Malo,Joly,2018-07-01,1290
NW8643534,Hugo,Muller,1993-12-05,1291
VY0130007,Adèle,Fournier,1995-04-25,1292
LT7056234,Arthur,Michel,1984-08-16,1292
YC0462416,Victor,Marie,1979-01-15,1292
TE4761695,Lya,Andre,1986-12-22,1292
IE0844703,Romane,Petit,1973-12-31,1293
MA5413905,Lyana,Francois,1973-08-06,1294
LJ4264050,Agathe,Schmitt,1973-08-02,1295
UP6138090,Emma,Lacroix,1960-09-02,1295
ZJ3549940,Romane,Roux,1979-12-28,1295
RV3423190,Charlie,Brunet,2010-09-12,1295
CF9683481,Gabin,Gerard,1968-02-16,1296
FM8148010,Axel,Lambert,2011-09-02,1296
IY8603307,Jules,Schmitt,2004-05-24,1296
DD6530148,Rose,Chevalier,2010-03-10,1297
YB8207596,Eva,Laurent,2011-05-16,1298
CP5331264,Charlotte,Roger,2006-08-20,1298
YW6427428,Noah,Lemaire,2001-01-23,1298
ZX1450443,Léo,Brun,1964-02-23,1298
LJ9557971,Mohamed,Payet,2017-05-19,1299
PR9079799,Alice,Lemoine,2018-06-02,1299
JG4604429,Ambre,Roussel,1975-12-30,1299
BG3041654,Charlotte,Petit,2016-04-05,1299
EJ5782831,Tiago,Renaud,1983-06-05,1300
IP9473104,Tiago,Chevalier,1994-10-14,1300
OB3888391,Mia,Bertrand,1982-04-26,1300
BO9183354,Marius,Leroy,2013-01-25,1300
MM0511157,Léna,Renard,2006-12-06,1300
UK5434517,Eliott,Mathieu,2018-08-19,1301
KJ6477256,Emy,Gautier,1980-12-07,1301
GD0410813,Jeanne,Noel,1992-06-09,1301
XJ7645365,Victoria,Roussel,2015-10-21,1301
JU5067516,Elio,Roux,1994-09-27,1302
PM8670733,Malo,Richard,1960-07-18,1302
UL0741437,Louis,Chevalier,1991-10-14,1302
AH3001372,Jules,Noel,1975-02-18,1302
CC5958042,Adam,Petit,1983-12-23,1303
KY4023997,Giulia,Andre,2002-04-09,1303
LL5424132,Valentin,Olivier,1966-11-20,1303
IL0546099,Emy,Boyer,1979-12-30,1304
WY0150999,Romy,Denis,1975-04-10,1304
XR4820734,Nour,Guillaume,1987-03-09,1304
DU9289123,Lyam,Lefebvre,1989-07-25,1305
FQ2908465,Léon,Schmitt,1997-06-10,1305
RA5895938,Margaux,Lefebvre,1990-09-06,1305
LI6595889,Alba,Gerard,2018-09-05,1305
VU7999025,Victoria,Bernard,2019-02-17,1306
PK2105666,Arthur,Guerin,1960-02-09,1306
EE7801764,Léo,Renaud,1978-10-24,1306
OC4766305,Alba,Rey,1967-12-06,1306
DV5786713,Ava,Vincent,1999-05-25,1307
TP3227112,Lyana,Renaud,1994-03-22,1307
DQ0636066,Lyana,Boyer,1978-01-19,1307
NB5452004,Mila,Barbier,2017-02-17,1307
XZ9352276,Martin,Lucas,2016-04-11,1308
XZ2893461,Juliette,Roussel,1978-08-01,1309
XS8341628,Zoé,Blanchard,1996-09-30,1309
ES4345795,Luna,Gaillard,2011-10-06,1309
EJ2911043,Jade,Giraud,1988-12-29,1309
OP1773821,Lucie,Caron,1980-12-24,1309
BG9141646,Victoria,Lecomte,1976-06-27,1309
IE3041286,Alice,Chevalier,1998-07-01,1310
NY9330332,Iris,Francois,1983-06-07,1311
YX3575113,Chloé,Dumas,1983-11-22,1311
AU8630207,Théo,Morel,1963-01-22,1311
VJ9034815,Ibrahim,Picard,1992-07-12,1312
QV6725264,Louis,Roche,1998-12-19,1312
LA4747267,Tom,Lecomte,2005-09-30,1313
OC1349803,Victoria,Dumas,1990-11-26,1313
KD6943284,Luna,Fournier,2005-04-13,1313
UT3319687,Liam,Olivier,1971-02-11,1313
HP2752073,Liam,Thomas,2001-10-28,1314
PU4801553,Louise,Renard,1976-11-25,1314
KW0981595,Liam,Meyer,2007-06-19,1314
LM0723922,Adèle,Leclercq,2010-12-23,1314
HK0725867,Inès,Dubois,2014-08-08,1314
DR1838422,Alba,Leroux,2012-08-19,1314
GM4505689,Ibrahim,Muller,1962-08-09,1315
HW2376932,Jules,Bernard,1966-05-06,1315
CB7767436,Zoé,Fournier,2011-06-14,1315
PO3670370,Tom,Olivier,1965-04-24,1315
BV9862103,Tom,Leroy,2014-02-02,1316
ER5625949,Isaac,Martinez,1992-08-19,1317
JP7312635,Rose,Lecomte,1964-06-24,1318
MS5902415,Léo,Bernard,1969-01-04,1318
NK8701600,Raphaël,Riviere,1993-08-17,1318
IS0841466,Alma,Fournier,2005-07-05,1318
UZ6382876,Alice,Meyer,1964-01-26,1319
YH9224569,Enzo,Schmitt,1961-10-11,1319
DM1402913,Théo,Lefevre,1982-05-06,1319
QC7553931,Lya,Morel,1962-03-03,1319
VA6494307,Charlotte,Bernard,2014-02-06,1319
MQ2018027,Gaspard,Fontaine,2013-12-23,1319
WB8144266,Timéo,Laurent,1979-11-27,1320
MU4794925,Lya,Simon,1989-12-08,1321
PC4985257,Alma,Robert,1975-09-14,1321
MA6683895,Agathe,Martinez,1978-12-13,1321
YF6821296,Mila,Guillaume,1970-02-13,1321
NH4593794,Emma,Gauthier,1977-12-05,1322
QP2235803,Léna,Rey,1965-01-07,1322
PM7027445,Lyam,Gerard,1973-03-04,1322
ZG1940465,Eva,Blanchard,1990-10-20,1322
NS7180661,Eden,Renard,1973-11-24,1323
YA0621113,Tiago,Durand,2016-04-06,1323
QN6670074,Lola,Gautier,1963-10-05,1323
EW1177881,Charlie,Denis,1973-12-09,1323
VR1406666,Alix,Rousseau,2001-07-08,1324
FG5647442,Agathe,Garnier,2012-11-26,1324
UJ2674720,Agathe,Marie,2017-07-07,1325
RG8503133,Tiago,Barbier,2002-02-02,1326
QX1442858,Alice,Martinez,1964-10-17,1327
QH4631388,Jules,Fournier,1967-01-08,1328
OD4821355,Lola,Francois,1965-06-24,1329
GI5167838,Naël,Meyer,1967-09-10,1329
QN0332485,Adèle,Colin,1961-10-16,1329
RC1356470,Raphaël,Dumont,1999-04-14,1329
LN9282898,Liam,Blanchard,1971-10-12,1330
KM9845539,Eliott,Gerard,2004-07-13,1331
TZ8657336,Nina,Pierre,1981-06-22,1331
BZ6018926,Agathe,Roger,2019-11-12,1331
AL6650751,Arthur,Dubois,2004-08-27,1331
FQ0562963,Elio,Nicolas,1981-04-26,1331
JM8553704,Raphaël,Arnaud,2000-10-20,1331
DN3480708,Léa,Vidal,2000-04-24,1332
HH9036376,Théo,Morel,1987-04-16,1332
FX5662505,Noé,Robert,1991-07-01,1332
DH7588529,Lou,Roger,1991-10-08,1332
HJ5208572,Imran,Lefevre,2015-09-29,1333
VC7414017,Naël,Marchand,1993-07-12,1333
SK3826807,Liam,Lambert,1994-07-16,1333
JW7895799,Gabriel,Robin,1966-09-26,1333
JN4205859,Enzo,Dumont,2006-08-25,1333
CG5815217,Marceau,Lefevre,1967-06-30,1334
TX1668520,Lucie,Morel,1989-02-22,1334
JY7841748,Ethan,Olivier,1989-07-31,1334
GX8410735,Alba,Guerin,2007-05-21,1334
WL1370037,Isaac,Francois,1986-05-10,1335
JP8667301,Timéo,Fournier,2001-12-17,1335
WU2267361,Eden,Colin,1964-01-02,1335
ZC1789128,Sofia,Gauthier,1986-05-07,1336
TF0692984,Luna,Aubert,2010-03-29,1337
NP4147739,Margaux,Philippe,1980-05-14,1337
LU4716570,Léna,Dumont,1996-09-14,1337
OR4823788,Nina,Michel,1974-11-04,1337
DU1780411,Aaron,Rousseau,2018-02-13,1338
ED5787718,Chloé,Bourgeois,2019-12-01,1338
LS2107689,Lucas,Girard,2000-02-25,1338
WD3521794,Ambre,Muller,1998-04-16,1338
GL1034056,Arthur,Faure,1973-05-29,1339
IC0358792,Isaac,Roussel,1962-10-09,1339
FQ3308730,Louna,Garnier,1987-07-12,1339
BD7157905,Malo,Lemoine,1972-08-21,1340
EI6170315,Marius,Leclerc,2015-07-12,1340
PY9333504,Mohamed,Benoit,1966-11-17,1340
GC0396120,Emma,Laurent,1990-11-08,1340
PE5953691,Mila,Riviere,2018-04-06,1341
UF8276593,Charlie,Benoit,1973-01-05,1342
CU2838652,Lyam,Bourgeois,1967-05-24,1343
TZ6708938,Julia,Boyer,1985-06-05,1343
EN3975979,Noé,Dupont,1993-05-25,1343
ES0078935,Tom,Lucas,1984-04-14,1343
ZB7345706,Ethan,Simon,1985-04-16,1344
BI8496380,Nina,Robert,1969-10-08,1345
VF6703343,Eden,Leroux,2011-11-27,1345
QY1071916,Noah,Fabre,1990-12-08,1345
VA6325212,Lya,Durand,2000-03-03,1345
JR1302592,Gaspard,Girard,2002-02-23,1346
ZF7559222,Paul,Barbier,1972-11-22,1347
ST5411695,Imran,Rousseau,1988-11-03,1347
JE5099254,Ethan,Morel,2000-03-14,1347
QA3932651,Giulia,Olivier,1997-03-06,1347
DX0515620,Nour,Gaillard,2014-07-14,1348
HZ2474362,Noah,Colin,1961-10-06,1348
BE9239040,Sofia,Blanc,2010-03-22,1348
AL5848629,Ethan,Roussel,2010-10-01,1349
AX0339860,Emy,Guerin,2011-12-17,1350
BP9237070,Victor,Robin,1968-11-19,1350
DV8039500,Milo,Brun,1998-07-24,1350
UC7180084,Charlie,Mathieu,1971-01-30,1351
IJ2121478,Gaspard,Mathieu,1960-07-02,1351
LY0192854,Agathe,Moreau,1984-09-16,1351
XJ9976878,Louis,Fontaine,2004-09-28,1351
JZ1524185,Jules,Andre,1963-10-21,1352
CM1340631,Julia,Roussel,1962-12-04,1353
MZ4803368,Martin,Barbier,1974-08-20,1353
NV2096297,Lyam,Leroy,1974-04-09,1353
MU5830164,Olivia,Brun,1960-01-02,1353
SP8727270,Rose,Fabre,1983-11-22,1354
QX7070842,Sacha,Lacroix,1968-05-21,1354
XM4997972,Mia,Fontaine,1968-01-15,1354
MA7422424,Alice,Blanchard,1976-04-24,1354
SW2205644,Louis,Roche,1984-10-19,1354
HK8630974,Alma,Martin,1962-08-01,1355
CE4796402,Marceau,Leclercq,2003-09-12,1355
DE5205112,Robin,Petit,2003-05-11,1355
UT8277619,Paul,Bonnet,1995-08-19,1355
JJ6201967,Julia,Mercier,1995-04-04,1356
BG5652395,Liam,Legrand,1965-07-10,1356
AQ1645949,Lya,Francois,2018-01-14,1356
WZ1614633,Arthur,Bernard,1969-07-28,1356
FZ0460043,Eden,Robert,1999-04-03,1357
CQ7668061,Anna,Lefebvre,1991-11-13,1357
MV7988464,Imran,Duval,2012-10-15,1357
IX5636537,Mohamed,Muller,1971-04-03,1357
ER3008529,Tiago,Rousseau,2008-01-10,1358
LZ4389127,Lucie,Joly,2015-02-03,1358
RR2008431,Lola,Schmitt,1988-02-21,1358
DB6493183,Nino,Gauthier,1986-06-10,1358
UT3574863,Timéo,Arnaud,1973-05-05,1359
HL3207460,Axel,Masson,2004-07-09,1359
MD5305134,Ambre,Rey,1985-12-05,1359
HU8325723,Isaac,Robin,1992-09-15,1359
OU8043914,Alma,Lefevre,1980-04-07,1360
QF5414841,Eden,Dupont,2001-10-06,1360
NI9696117,Charlotte,Roussel,2002-12-13,1361
